lab_prod,ndc,rxcui,atc4,g_rxcui,name,concept_name
862270187,86227018745,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
109390846,10939084633,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
901660056,90166005655,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
413180717,41318071769,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
912370001,91237000109,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
891340618,89134061802,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
561511722,56151172201,2264739,"","","",INSULIN SYRINGE 0.5ML 30G 8MM
088816092,08881609231,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
082220945,08222094599,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
862270650,86227065055,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
084963156,08496315601,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
082220745,08222074591,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
575150094,57515009459,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
083968010,08396801000,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
083263103,08326310350,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
575150074,57515007459,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
561511732,56151173201,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
891340742,89134074202,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
990730710,99073071099,2264740,"","","",INSULIN SYRINGE 0.5ML 31G 8MM
082903296,08290329651,2264742,"","","",INSULIN SYRINGE 1ML 25G 16MM
088815018,08881501822,2264742,"","","",INSULIN SYRINGE 1ML 25G 16MM
088816011,08881601101,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
082903294,08290329410,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
088815012,08881501210,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
383960773,38396077339,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
862270801,86227080105,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
082220821,08222082183,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
384150015,38415001528,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
084962815,08496281501,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
080808128,08080812801,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
084849904,08484990430,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
083968002,08396800200,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
561511703,56151170301,2264743,"","","",INSULIN SYRINGE 1ML 28G 12MM
088815111,08881511110,2264744,"","","",INSULIN SYRINGE 1ML 29G 12MM SAFETY
088818929,08881892910,2264744,"","","",INSULIN SYRINGE 1ML 29G 12MM SAFETY
082220321,08222032195,2264744,"","","",INSULIN SYRINGE 1ML 29G 12MM SAFETY
862270621,86227062105,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
082220731,08222073150,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
084968015,08496801501,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
862270190,86227019075,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
901660050,90166005015,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
085803010,08580301001,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
084963015,08496301501,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
414150019,41415001978,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
082903057,08290305778,2264745,"","","",INSULIN SYRINGE 1ML 30G 12MM
000780323,00078032344,226665,N06DA,183379,rivastigmine,rivastigmine 1.5 MG Oral Capsule [Exelon]
122800389,12280038960,226665,N06DA,183379,rivastigmine,rivastigmine 1.5 MG Oral Capsule [Exelon]
000780324,00078032444,226666,N06DA,183379,rivastigmine,rivastigmine 3 MG Oral Capsule [Exelon]
000780325,00078032544,226667,N06DA,183379,rivastigmine,rivastigmine 4.5 MG Oral Capsule [Exelon]
000780326,00078032644,226668,N06DA,183379,rivastigmine,rivastigmine 6 MG Oral Capsule [Exelon]
000890610,00089061012,226734,D06BB,59943,imiquimod,imiquimod 50 MG/ML Topical Cream [Aldara]
293360610,29336061024,226734,D06BB,59943,imiquimod,imiquimod 50 MG/ML Topical Cream [Aldara]
545694894,54569489400,226734,D06BB,59943,imiquimod,imiquimod 50 MG/ML Topical Cream [Aldara]
353560010,35356001012,226734,D06BB,59943,imiquimod,imiquimod 50 MG/ML Topical Cream [Aldara]
992070260,99207026012,226734,D06BB,59943,imiquimod,imiquimod 50 MG/ML Topical Cream [Aldara]
575998550,57599855001,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
383960411,38396041102,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
088816001,08881600145,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
082220923,08222092397,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
088816091,08881609145,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
383960783,38396078339,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
383960445,38396044564,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
411632631,41163263109,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
901660950,90166095035,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
561511711,56151171101,2268517,"","","",INSULIN SYRINGE 0.3ML 29G 12MM
383960813,38396081339,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
088816098,08881609800,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
084963036,08496303601,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
384150036,38415003630,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
082220933,08222093394,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
383960414,38396041457,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
088816008,08881600800,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
891340722,89134072202,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
561511721,56151172101,2268518,"","","",INSULIN SYRINGE 0.3ML 30G 8MM
088816000,08881600004,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
862270800,86227080055,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
005369916,00536991601,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
088815000,08881500014,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
084962855,08496285501,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
082220825,08222082589,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
088816009,08881600904,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
383960763,38396076339,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
680160800,68016080055,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
575150082,57515008258,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
109390076,10939007633,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
083968001,08396800100,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
901660850,90166085055,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
597070128,59707012850,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
561511702,56151170201,2268519,"","","",INSULIN SYRINGE 0.5ML 28G 12MM
082905930,08290593001,2268522,"","","",INSULIN SYR 1ML 29G 12MM SAFETYGLIDE
000040256,00004025652,226917,A08AB,37925,orlistat,orlistat 120 MG Oral Capsule [Xenical]
000040257,00004025752,226917,A08AB,37925,orlistat,orlistat 120 MG Oral Capsule [Xenical]
000097686,00009768604,226922,C01EA; G04BE,598; 598,alprostadil; alprostadil,alprostadil 0.04 MG Injection [Caverject]
649800146,64980014612,2272831,"","","",LACTOBACILLUS 1GM/PKT GRANULES
082714505,08271450500,2274367,"","","","NEEDLE,PEN 32G,8MM"
004960598,00496059801,2290707,"","","","ELETONE CREAM,TOP"
501110483,50111048301,237178,R03DA,10438,theophylline,theophylline 100 MG Extended Release Oral Tablet
002583584,00258358401,237178,R03DA,10438,theophylline,theophylline 100 MG Extended Release Oral Tablet
006035944,00603594421,237178,R03DA,10438,theophylline,theophylline 100 MG Extended Release Oral Tablet
009045887,00904588761,237178,R03DA,10438,theophylline,theophylline 100 MG Extended Release Oral Tablet
519271706,51927170600,237203,"","","",DIHYDROERGOTAMINE MESYLATE @ @ POWDER (GM)
005174810,00517481025,237205,C01DA; C05AE,4917; 4917,nitroglycerin; nitroglycerin,10 ML nitroglycerin 5 MG/ML Injection
005174010,00517401001,237210,A03AD; G04BE,7895; 7895,papaverine; papaverine,papaverine hydrochloride 30 MG/ML Injectable Solution
667580015,66758001501,237210,A03AD; G04BE,7895; 7895,papaverine; papaverine,papaverine hydrochloride 30 MG/ML Injectable Solution
553900107,55390010710,237210,A03AD; G04BE,7895; 7895,papaverine; papaverine,papaverine hydrochloride 30 MG/ML Injectable Solution
387790454,38779045403,237211,"","","",PAPAVERINE HCL @ @ POWDER (GM)
519271775,51927177500,237211,"","","",PAPAVERINE HCL @ @ POWDER (GM)
007031501,00703150102,237212,C01EA; G04BE,598; 598,alprostadil; alprostadil,1 ML alprostadil 0.5 MG/ML Injection
553900506,55390050610,237212,C01EA; G04BE,598; 598,alprostadil; alprostadil,1 ML alprostadil 0.5 MG/ML Injection
003380695,00338069504,237367,A12BA; B05XA; A12CA; B05CB; B05XA,8591; 8591; 9863; 9863; 9863,potassium chloride; potassium chloride; sodium chloride; sodium chloride; sodium chloride,1000 ML potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection
004093299,00409329905,237371,B05XA,56443,sodium acetate,sodium acetate 2 MEQ/ML Injectable Solution
101350256,10135025660,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
009043232,00904323252,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
504289013,50428901397,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
493480233,49348023312,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
621070042,62107004206,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
432920555,43292055577,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
005363426,00536342608,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
118228804,11822880400,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
372050391,37205039172,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
516450730,51645073006,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
243850269,24385026972,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
499990351,49999035160,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
118450853,11845085301,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
504283149,50428314939,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
461220077,46122007772,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
638680626,63868062660,237420,A02AC; A12AA,1897; 1897,calcium carbonate; calcium carbonate,calcium carbonate 1500 MG Oral Tablet
005742004,00574200416,2375147,"","","",sodium polystyrene sulfonate 15000 MG Powder for Oral Suspension [Kionex]
520830540,52083054090,237588,"","","",AMINO ACIDS @ @ TABLET
548590715,54859071512,237588,"","","",AMINO ACIDS @ @ TABLET
003380719,00338071906,237656,B05CX; V04CA; V06DC,4850; 4850; 4850,glucose; glucose; glucose,glucose 700 MG/ML Injectable Solution
003380038,00338003804,237656,B05CX; V04CA; V06DC,4850; 4850; 4850,glucose; glucose; glucose,glucose 700 MG/ML Injectable Solution
004097120,00409712007,237656,B05CX; V04CA; V06DC,4850; 4850; 4850,glucose; glucose; glucose,glucose 700 MG/ML Injectable Solution
005364787,00536478701,237689,"","","","VITAMIN B COMPLEX @ @ CAPSULE (HARD, SOFT, ETC.)"
546290560,54629056001,237689,"","","","VITAMIN B COMPLEX @ @ CAPSULE (HARD, SOFT, ETC.)"
798540200,79854020080,237689,"","","","VITAMIN B COMPLEX @ @ CAPSULE (HARD, SOFT, ETC.)"
546290661,54629066180,237689,"","","","VITAMIN B COMPLEX @ @ CAPSULE (HARD, SOFT, ETC.)"
007610448,00761044820,237689,"","","","VITAMIN B COMPLEX @ @ CAPSULE (HARD, SOFT, ETC.)"
000914150,00091415060,237723,A11CC,4018,ergocalciferol,ergocalciferol 0.2 MG/ML Oral Solution
431990015,43199001560,237723,A11CC,4018,ergocalciferol,ergocalciferol 0.2 MG/ML Oral Solution
764390234,76439023460,237723,A11CC,4018,ergocalciferol,ergocalciferol 0.2 MG/ML Oral Solution
006030331,00603033121,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
009043346,00904334660,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
118450501,11845050101,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
243850318,24385031878,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
118229675,11822967510,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
504282341,50428234104,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
001820082,00182008201,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
243850321,24385032178,237735,A11HA,11256,vitamin E,Vitamin E 400 UNT Oral Capsule
118228800,11822880070,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
481070049,48107004905,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
243850999,24385099972,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
118450805,11845080505,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
409850211,40985021104,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
316040027,31604002730,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
118225111,11822511150,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
109390505,10939050544,237776,B03BA,11248,vitamin B12,vitamin B12 1 MG Extended Release Oral Tablet
118450096,11845009661,237779,B03BA,11248,vitamin B12,vitamin B12 1 MG Sublingual Tablet
118450966,11845096601,237779,B03BA,11248,vitamin B12,vitamin B12 1 MG Sublingual Tablet
633230184,63323018410,237786,B03BB; V04CX,4511; 4511,folic acid; folic acid,folic acid 5 MG/ML Injectable Solution
553900054,55390005401,237788,V03AF,225852,leucovorin calcium,leucovorin 350 MG Injection
007035145,00703514501,237788,V03AF,225852,leucovorin calcium,leucovorin 350 MG Injection
250210816,25021081630,237788,V03AF,225852,leucovorin calcium,leucovorin 350 MG Injection
005175019,00517501901,237832,M01CB,9876,gold sodium thiosulfate,50 ML sodium thiosulfate 250 MG/ML Injection
681150895,68115089505,237841,A01AC; C05AA; D07AB; D07XB; H02AB; R01AD; R03BA; S01BA,10759; 10759; 10759; 10759; 10759; 10759; 10759; 10759,triamcinolone; triamcinolone; triamcinolone; triamcinolone; triamcinolone; triamcinolone; triamcinolone; triamcinolone,Triamcinolone 0.001 MG/MG Oral Paste
001130340,00113034040,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
372050535,37205053540,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
493480035,49348003539,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
168370652,16837065212,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
119170115,11917011500,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
493480744,49348074439,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
243850340,24385034040,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
003631132,00363113212,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
243850362,24385036240,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
372050536,37205053640,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
625590612,62559061202,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
151270745,15127074552,237870,A02AB; A02AA; G04BX,612; 6581; 6581,aluminum hydroxide; magnesium hydroxide; magnesium hydroxide,aluminum hydroxide 80 MG/ML / magnesium hydroxide 80 MG/ML / simethicone 8 MG/ML Oral Suspension
387790086,38779008603,238000,"","","",METHYLTESTOSTERONE @ @ POWDER (GM)
003783350,00378335099,238003,G03CA,4083,estradiol,168 HR estradiol 0.00208 MG/HR Transdermal System
477810206,47781020604,238003,G03CA,4083,estradiol,168 HR estradiol 0.00208 MG/HR Transdermal System
003783352,00378335299,238004,G03CA,4083,estradiol,168 HR estradiol 0.00417 MG/HR Transdermal System
477810209,47781020904,238004,G03CA,4083,estradiol,168 HR estradiol 0.00417 MG/HR Transdermal System
537460077,53746007701,238006,G03BA; G03EK,6904; 6904,methyltestosterone; methyltestosterone,"estrogens, esterified (USP) 0.625 MG / methyltestosterone 1.25 MG Oral Tablet"
004061520,00406152053,238063,"","","",COCAINE HCL @ @ CRYSTALS
004092051,00409205105,238083,N01AX,6130,ketamine,ketamine 100 MG/ML Injectable Solution
006416046,00641604610,238100,N05BA,6470,lorazepam,lorazepam 2 MG/ML Injectable Solution
004096780,00409678002,238100,N05BA,6470,lorazepam,lorazepam 2 MG/ML Injectable Solution
553900168,55390016810,238100,N05BA,6470,lorazepam,lorazepam 2 MG/ML Injectable Solution
006416047,00641604701,238101,N05BA,6470,lorazepam,lorazepam 4 MG/ML Injectable Solution
553900100,55390010010,238129,N02AE; N07BC,1819; 1819,buprenorphine; buprenorphine,1 ML buprenorphine 0.3 MG/ML Injection
400420010,40042001001,238129,N02AE; N07BC,1819; 1819,buprenorphine; buprenorphine,1 ML buprenorphine 0.3 MG/ML Injection
005271552,00527155201,238134,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule
005913219,00591321901,238134,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule
006032550,00603255021,238134,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule
001431785,00143178501,238135,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
006032548,00603254821,238135,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
002282023,00228202310,238135,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
009043892,00904389260,238135,A01AD; B01AC; N02BA; D11AX; N06BC,1191; 1191; 1191; 1886; 1886,aspirin; aspirin; aspirin; caffeine; caffeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
458020098,45802009851,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
000936888,00093688871,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
669930950,66993095077,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
458020923,45802092341,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
433860510,43386051087,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
505320066,50532006603,238151,A07EC,52582,mesalamine,mesalamine 66.7 MG/ML Enema
006032546,00603254621,238153,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule
518620179,51862017901,238153,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule
466720053,46672005310,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
005913416,00591341605,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
006032544,00603254428,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
001431787,00143178701,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
009043280,00904328040,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
000930854,00093085401,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
004060970,00406097001,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
005913369,00591336905,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
649800154,64980015405,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
005271695,00527169501,238154,N02BE; D11AX; N06BC,161; 1886; 1886,acetaminophen; caffeine; caffeine,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
602580050,60258005008,238159,N02BE,161,acetaminophen,acetaminophen 100 MG/ML Oral Solution
100190039,10019003968,238166,N02AX; N02AA; A06AH; V03AB,1007909; 1545902; 7242; 7242,naloxone / tilidine; naloxone / oxycodone; naloxone; naloxone,Naloxone 0.4 MG/ML Injectable Solution
003950035,00395003594,238183,"","","",COLA SYRUP @ @ SYRUP
493480008,49348000810,2381845,"","","",PROPRIETARY
100190016,10019001681,238212,D11AA,1546438,glycopyrronium,glycopyrrolate 0.2 MG/ML Injectable Solution
005174605,00517460525,238212,D11AA,1546438,glycopyrronium,glycopyrrolate 0.2 MG/ML Injectable Solution
005174620,00517462025,238212,D11AA,1546438,glycopyrronium,glycopyrrolate 0.2 MG/ML Injectable Solution
006416036,00641603610,238212,D11AA,1546438,glycopyrronium,glycopyrrolate 0.2 MG/ML Injectable Solution
458020040,45802004064,238600,D01AE,36345,selenium sulfide,selenium sulfide 25 MG/ML Medicated Shampoo
604320528,60432052804,238600,D01AE,36345,selenium sulfide,selenium sulfide 25 MG/ML Medicated Shampoo
001826088,00182608837,238600,D01AE,36345,selenium sulfide,selenium sulfide 25 MG/ML Medicated Shampoo
004721533,00472153304,238600,D01AE,36345,selenium sulfide,selenium sulfide 25 MG/ML Medicated Shampoo
519271269,51927126900,238637,"","","",UREA @ @ POWDER (GM)
005179120,00517912025,238719,B02AA,99,6-aminocaproic acid,6-aminocaproic acid 250 MG/ML Injectable Solution
633230563,63323056397,238720,B02AA,10691,tranexamic acid,10 ML tranexamic acid 100 MG/ML Injection
005740420,00574042025,238756,"","","",HYDROCORTISONE @ @ POWDER (GM)
004068830,00406883003,238756,"","","",HYDROCORTISONE @ @ POWDER (GM)
387790004,38779000401,238761,"","","",BETAMETHASONE VALERATE @ @ POWDER (GM)
516721274,51672127401,238920,A07EA; C05AA; D07AC; D07XC; H02AB; R01AD; R03BA; S01BA; S01CB; S02BA; S03BA,1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514,betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone,betamethasone 0.5 MG/ML Topical Cream
001680055,00168005546,238920,A07EA; C05AA; D07AC; D07XC; H02AB; R01AD; R03BA; S01BA; S01CB; S02BA; S03BA,1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514; 1514,betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone; betamethasone,betamethasone 0.5 MG/ML Topical Cream
